,1.1.1) Internet users,1.2.2) Average fixed broadband download speed,1.2.7) Bandwidth capacity,1.3.1) Network coverage (min. 2G),1.3.2) Network coverage (min. 3G),1.3.3) Network coverage (min. 4G),1.3.5) Government initiatives to make Wi-Fi available,1.3.6) Private sector initiatives to make Wi-Fi available,1.4.1) Urban electricity access,1.4.2) Rural electricity access,2.1.1) Smartphone cost (handset),2.1.2) Mobile phone cost (prepaid tariff),2.1.3) Mobile phone cost (postpaid tariff),2.1.4) Fixed-line monthly broadband cost,2.2.2) Wireless operators' market share,2.2.3) Broadband operators' market share,3.1.1) Availability of local news in local languages,3.1.2) Concentration of websites using country-level domains,3.1.3) Availability of e-Government services in the local language,3.2.1) e-Finance content,3.2.3) e-Health content,3.2.5) e-Entertainment usage,3.2.6) e-Commerce content,3.2.8) Open data policies,4.1.1) Level of literacy,4.1.2) Educational attainment,4.1.3) Support for digital literacy,4.1.4) Level of web accessibility,4.2.1) Privacy regulations,4.2.2) Trust in online privacy,4.2.3) Trust in Government websites and apps,4.2.4) Trust in Non-government websites and apps,4.2.5) Trust in information from social media,4.2.6) e-Commerce safety,4.3.1.1) Comprehensive female e-inclusion plan,4.3.1.2) Female digital skills training plan,4.3.1.3) Female STEM education plan,4.3.2) Government e-inclusion strategy,4.3.3) National broadband strategy,4.3.4) Funding for broadband buildout,4.3.5) Technology-neutrality policy for spectrum use,4.3.6) National digital identification system,BG2) Population,BG5) GINI coefficient,BG7) Total electricity access,BG9) Percentage of schools with Internet access,BG10) Global Peace Index,BG11) Democracy Index,BG12) Corruption Perceptions Index,BG13) EIU Business Environment Rankings,BG14) UN E-Government Development Index,BG19) Internet users (percent of population),BG20) Male internet users,BG21) Female internet users,BG24) Total fixed line broadband subscribers
279,17.9,16.21,566406.0,97.0,93.3,57.0,1.0,1.0,100.0,78.6,33.1,2.741,4.087,38.41,5193.0,2724.0,4.0,3.0,2.0,2.0,1.0,88.0,49.0,2.0,81.5,6.6,3.0,2.0,2.0,32.0,44.0,28.0,22.0,66.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,53.8,40.8,75.0,29.8,2.4,5.2,28.0,4.3,0.5,22.6,61.0,42.0,491183.0
280,76.9,11.38,68800.0,99.06,97.2,96.6,2.0,2.0,100.0,100.0,24.7,0.419,1.032,0.3,3346.0,2819.0,2.0,1.0,1.0,2.0,3.0,82.4,61.9,1.0,95.7,7.1,3.0,0.0,2.0,35.3,38.0,28.0,30.0,43.9,2.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,4.0,34.4,100.0,60.3,2.3,3.8,49.0,6.4,0.6,72.0,90.0,94.0,55000.0
281,77.7,15.16,93679.0,100.0,100.0,99.0,2.0,2.0,100.0,100.0,26.6,0.419,0.646,0.34,3357.0,2805.0,2.0,1.0,1.0,2.0,1.0,94.0,63.0,1.0,95.7,7.2,3.0,2.0,2.0,58.0,38.0,28.0,30.0,43.9,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.1,37.5,100.0,70.7,1.9,3.8,41.0,6.3,0.7,78.4,90.0,90.0,101390.0
282,99.7,18.03,86793.0,100.0,99.8,99.6,2.0,2.0,100.0,100.0,55.5,0.419,0.75,0.35,3370.0,2800.0,2.0,1.0,1.0,2.0,2.0,82.4,63.0,1.0,96.0,7.3,3.0,2.0,2.0,35.3,47.1,49.0,39.2,55.6,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.1,34.4,100.0,84.3,1.8,3.8,39.0,6.2,0.7,98.0,94.0,94.0,117719.0
283,100.0,26.21,97071.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,75.6,0.419,0.75,0.35,3378.0,2821.0,4.0,2.0,2.0,2.0,3.0,96.0,69.3,1.0,96.1,7.3,3.0,0.0,2.0,54.0,56.0,40.0,40.0,57.1,2.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,4.2,34.4,100.0,84.3,1.8,3.8,41.0,6.1,0.7,99.6,95.0,94.0,103821.0
284,100.0,67.07,128945.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,77.5,0.287,0.75,0.35,3428.0,2857.0,4.0,3.0,2.0,2.0,3.0,90.0,69.3,1.0,96.1,7.3,3.0,0.0,2.0,52.0,66.0,36.0,48.0,64.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,4.3,34.4,100.0,100.0,1.7,3.9,40.0,6.0,0.8,99.5,96.0,94.0,84595.0
285,13.4,7.52,17489.0,98.0,65.0,5.0,0.0,1.0,96.6,81.5,14.5,4.153,4.112,11.21,3553.0,4018.0,4.0,0.0,1.0,1.0,1.0,90.2,20.3,0.0,84.7,5.1,2.0,1.0,2.0,37.3,27.5,11.8,39.2,40.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.8,36.4,90.76,63.1,2.0,2.2,25.0,5.6,0.3,18.2,27.0,24.0,12316.0
286,18.7,7.55,18254.0,98.0,69.0,7.0,0.0,1.0,98.82,85.06,34.5,4.153,3.482,13.58,3570.0,3971.0,4.0,0.0,1.0,1.0,1.0,90.2,41.0,0.0,84.7,5.2,2.0,1.0,2.0,37.3,27.5,11.8,39.2,40.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,36.4,93.6,65.6,2.0,2.4,30.0,5.6,0.3,21.9,57.5,50.6,24426.0
287,1.7,13.76,18116.0,94.0,78.0,9.0,0.0,1.0,100.0,91.21,26.2,2.488,0.641,9.24,3646.0,3949.0,4.0,0.0,1.0,1.0,1.0,90.2,41.0,0.0,84.7,5.2,2.0,1.0,2.0,37.3,27.5,11.8,39.2,40.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.1,36.4,97.92,67.6,2.0,2.4,29.0,5.6,0.3,25.5,27.0,24.0,27217.0
288,1.7,21.6,18116.0,94.0,78.0,43.0,0.0,1.0,98.2,93.2,24.3,2.248,0.641,9.24,3761.0,3997.0,4.0,0.0,1.0,1.0,1.0,98.0,35.1,0.0,84.7,5.2,2.0,1.0,2.0,52.0,38.0,36.0,52.0,40.8,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.2,36.4,97.92,33.3,1.8,2.4,29.0,5.6,0.3,25.5,34.0,36.0,45379.0
289,1.7,36.1,18116.0,95.0,82.0,43.0,0.0,1.0,98.0,93.1,40.2,2.487,0.641,9.24,3766.0,3969.0,4.0,0.0,1.0,1.0,1.0,90.2,35.1,0.0,84.7,5.2,2.0,1.0,2.0,37.3,27.5,11.8,39.2,58.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,7.3,36.4,97.92,33.3,1.8,2.1,29.0,5.6,0.3,25.5,50.0,41.0,76280.0
290,76.0,46.61,113768.0,99.0,95.0,90.0,2.0,0.0,99.99,100.0,54.3,0.595,0.625,0.97,3396.0,3582.0,4.0,3.0,1.0,2.0,2.0,86.0,66.2,2.0,99.9,12.8,3.0,1.0,2.0,28.0,44.0,26.0,14.0,48.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,34.3,100.0,89.1,2.0,7.4,56.0,6.4,0.7,79.2,81.0,78.0,503503.0
291,77.3,51.89,126880.0,99.0,99.0,95.0,2.0,0.0,100.0,100.0,55.7,0.595,0.641,1.59,3416.0,3585.0,4.0,3.0,1.0,2.0,2.0,86.0,87.0,2.0,99.9,12.8,3.0,1.0,2.0,28.0,44.0,26.0,14.0,48.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,35.6,100.0,100.0,1.8,7.3,57.0,6.5,0.7,79.8,79.0,76.0,519154.0
292,78.6,54.66,134348.0,99.0,99.0,95.0,2.0,0.0,100.0,100.0,55.7,0.595,0.919,1.61,3419.0,3585.0,4.0,3.0,1.0,2.0,2.0,86.0,87.0,2.0,99.9,12.8,3.0,1.0,2.0,28.0,44.0,26.0,14.0,48.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.9,35.6,100.0,100.0,1.8,7.3,58.0,6.3,0.7,80.1,77.0,78.0,526222.0
293,81.6,75.4,134348.0,99.0,99.0,95.0,2.0,0.0,100.0,100.0,54.6,0.595,0.919,1.61,3431.0,3591.0,4.0,3.0,1.0,2.0,2.0,94.0,81.6,2.0,99.9,12.8,3.0,1.0,2.0,28.0,44.0,26.0,24.0,48.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.9,35.6,100.0,100.0,1.7,7.4,58.0,6.4,0.7,83.6,81.0,78.0,525995.0
294,85.4,101.32,134348.0,99.0,99.0,95.0,2.0,0.0,100.0,100.0,65.7,0.482,0.919,1.61,3427.0,3577.0,4.0,3.0,2.0,2.0,2.0,86.0,81.6,2.0,99.9,12.8,3.0,1.0,2.0,56.0,48.0,28.0,14.0,54.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,1.9,35.6,100.0,100.0,1.7,7.5,56.0,6.5,0.8,86.1,81.0,80.0,508894.0
295,75.7,2.95,31650.0,99.5,97.0,48.0,1.0,0.0,100.0,99.2,38.6,3.368,3.445,2.89,5016.0,5409.0,4.0,1.0,1.0,1.0,2.0,78.0,57.4,1.0,94.1,8.5,1.0,2.0,1.0,46.0,42.0,20.0,28.0,30.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.7,31.8,100.0,60.3,2.3,4.9,28.0,5.4,0.5,74.0,87.0,82.0,1132139.0
296,77.7,3.98,16633.0,99.29,98.18,61.72,1.0,0.0,100.0,99.22,41.9,3.368,3.469,2.91,5014.0,5343.0,4.0,1.0,1.0,1.0,2.0,78.0,63.0,1.0,94.1,8.6,1.0,2.0,1.0,46.0,42.0,20.0,28.0,30.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.8,31.8,100.0,70.7,2.1,4.9,28.0,5.4,0.6,76.1,87.0,82.0,1132139.0
297,84.4,6.14,24384.0,99.3,98.19,97.88,1.0,0.0,100.0,99.22,43.3,3.045,0.002,2.56,5017.0,5392.0,4.0,1.0,1.0,1.0,2.0,78.0,63.0,1.0,94.1,8.7,1.0,2.0,1.0,46.0,42.0,20.0,28.0,30.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.9,31.8,100.0,76.0,2.2,4.7,28.0,5.4,0.6,78.2,87.0,84.0,1132139.0
298,84.4,7.92,24384.0,99.5,98.4,98.2,2.0,0.0,100.0,100.0,44.6,3.291,0.002,2.56,5014.0,5474.0,4.0,1.0,2.0,2.0,3.0,96.0,59.4,1.0,95.1,8.7,1.0,2.0,1.0,46.0,42.0,30.0,28.0,30.6,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.9,31.8,100.0,88.5,2.9,4.6,28.0,5.4,0.6,78.2,91.0,90.0,1132139.0
299,84.4,13.32,24384.0,99.61,99.61,99.0,1.0,0.0,100.0,100.0,52.2,0.996,0.002,2.56,5039.0,5468.0,4.0,1.0,1.0,1.0,2.0,78.0,59.4,1.0,95.1,8.7,1.0,2.0,1.0,48.0,46.0,20.0,28.0,30.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.8,31.8,100.0,95.1,2.8,4.4,28.0,5.4,0.5,78.2,87.0,86.0,420000.0
300,2.7,11.76,678.0,76.0,50.0,0.0,0.0,0.0,16.9,3.0,0.0,113.942,45.714,190.48,4050.0,6705.0,2.0,1.0,1.0,1.0,0.0,74.0,15.1,1.0,47.6,4.4,0.0,1.0,0.0,49.0,40.0,54.0,27.5,48.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,4.6,35.3,19.8,0.0,2.0,5.0,37.0,5.0,0.2,33.0,29.0,12.0,7000.0
301,3.0,11.85,3315.0,76.0,63.0,4.4,0.0,0.0,16.4,3.17,0.0,113.942,46.452,190.48,4347.0,6568.0,2.0,1.0,1.0,2.0,1.0,74.0,18.0,1.0,47.6,4.5,0.0,1.0,0.0,50.0,40.0,54.0,42.0,58.7,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,4.7,35.3,24.2,0.0,2.0,5.3,37.0,5.0,0.2,7.3,17.0,12.0,8000.0
302,3.0,14.29,2983.0,76.0,63.0,29.86,0.0,0.0,16.4,3.17,0.0,18.158,9.677,600.0,4969.0,6086.0,2.0,1.0,1.0,2.0,1.0,86.3,18.0,1.0,48.3,4.7,0.0,2.0,0.0,49.0,60.8,47.1,27.5,70.8,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,4.8,35.3,25.92,5.0,1.9,5.2,31.0,5.0,0.3,8.0,29.0,16.0,9000.0
303,3.0,20.88,2983.0,76.0,63.0,29.86,0.0,1.0,16.7,5.0,0.0,17.25,9.677,600.0,5538.0,5849.0,3.0,0.0,1.0,2.0,1.0,98.0,16.7,1.0,48.3,4.7,1.0,2.0,0.0,54.0,52.0,42.0,30.0,58.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,4.9,35.3,25.92,5.0,1.9,5.4,32.0,5.0,0.3,8.0,29.0,21.0,9000.0
304,3.0,19.24,2983.0,76.0,63.0,29.86,0.0,1.0,17.9,5.7,18.2,7.395,9.677,600.0,5002.0,5916.0,3.0,0.0,0.0,2.0,1.0,82.0,16.7,1.0,48.3,4.7,1.0,2.0,0.0,58.0,58.0,54.0,36.0,48.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,5.1,35.3,25.92,5.0,1.9,5.5,28.0,5.0,0.3,8.0,37.0,19.0,9000.0
305,68.3,55.4,142126.0,100.0,99.98,91.0,2.0,2.0,99.99,100.0,60.5,0.32,0.351,1.01,3492.0,2930.0,4.0,3.0,2.0,2.0,2.0,86.0,61.3,0.0,99.8,12.8,3.0,3.0,2.0,36.0,34.0,34.0,20.0,50.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.9,38.4,100.0,63.1,2.0,7.5,59.0,6.5,0.7,71.4,70.0,70.0,833298.0
306,71.7,86.49,205343.0,100.0,99.98,98.0,2.0,2.0,100.0,100.0,62.1,0.32,0.357,1.03,3499.0,2981.0,4.0,3.0,2.0,2.0,2.0,86.0,79.0,0.0,99.8,12.9,3.0,3.0,2.0,36.0,34.0,34.0,20.0,50.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.8,37.3,100.0,65.6,1.8,7.5,59.0,6.4,0.8,74.4,70.0,71.0,857761.0
307,75.0,84.96,272857.0,100.0,99.99,98.0,2.0,2.0,100.0,100.0,58.2,0.32,0.7,1.02,3504.0,2974.0,4.0,3.0,2.0,2.0,2.0,86.0,79.0,0.0,99.8,13.0,3.0,3.0,2.0,36.0,34.0,34.0,20.0,50.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.8,37.3,100.0,67.6,1.8,7.4,59.0,6.3,0.8,77.6,73.0,70.0,798769.0
308,78.4,85.91,350370.0,100.0,99.99,99.0,2.0,2.0,100.0,100.0,58.6,0.32,0.7,1.02,3532.0,2991.0,4.0,3.0,2.0,2.0,2.0,96.0,83.5,0.0,99.8,13.0,3.0,3.0,2.0,38.0,42.0,34.0,28.0,60.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.8,37.3,100.0,83.7,1.7,7.5,59.0,6.5,0.8,79.7,79.0,76.0,788743.0
309,81.5,105.24,474424.0,100.0,99.99,99.99,2.0,2.0,100.0,100.0,67.0,0.619,0.7,1.02,3501.0,2968.0,4.0,3.0,2.0,2.0,3.0,86.0,83.5,2.0,99.8,13.0,3.0,3.0,2.0,36.0,34.0,36.0,20.0,50.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.7,37.3,100.0,83.7,1.7,7.5,60.0,6.6,0.9,81.6,80.0,75.0,791826.0
310,5.8,13.97,12421.0,74.99,61.0,21.0,1.0,0.0,36.9,3.7,6.8,43.601,37.15,124.39,3552.0,5884.0,2.0,2.0,1.0,1.0,2.0,64.0,11.7,0.0,71.6,6.1,0.0,0.0,2.0,46.0,36.0,24.0,18.0,36.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,24.5,42.6,22.9,3.0,1.8,4.8,28.0,4.9,0.3,4.2,7.0,5.0,23694.0
311,7.0,20.49,14270.0,78.01,63.01,23.08,2.0,0.0,51.7,6.88,10.9,43.601,35.768,135.84,3267.0,5684.0,2.0,1.0,1.0,1.0,2.0,64.0,29.0,0.0,71.6,6.1,1.0,0.0,2.0,24.0,44.0,24.0,26.0,36.3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,25.2,42.6,24.1,3.0,1.8,5.1,26.0,4.9,0.2,4.7,7.0,5.0,26385.0
312,8.2,26.38,14270.0,79.02,64.0,25.01,2.0,0.0,51.7,6.88,18.6,18.721,18.435,163.05,3042.0,5710.0,2.0,1.0,1.0,1.0,2.0,78.0,29.0,0.0,71.6,6.1,1.0,3.0,2.0,46.0,42.0,34.0,32.0,69.8,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,25.9,42.6,25.91,3.0,1.8,5.1,24.0,4.9,0.3,4.7,17.0,13.0,25062.0
313,13.3,31.67,14270.0,80.0,65.0,25.0,0.0,2.0,46.0,12.2,26.0,16.331,18.435,163.05,3000.0,5526.0,3.0,2.0,0.0,1.0,1.0,92.0,22.0,0.0,74.8,6.1,2.0,2.0,2.0,46.0,36.0,28.0,24.0,56.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,26.6,42.6,25.91,3.0,1.9,5.2,25.0,4.9,0.3,4.7,19.0,15.0,27211.0
314,13.3,32.14,14270.0,80.0,65.0,25.0,0.0,0.0,64.4,23.1,15.4,7.389,18.435,163.05,3090.0,5497.0,3.0,2.0,0.0,1.0,1.0,72.0,22.0,0.0,74.8,6.1,2.0,2.0,2.0,68.0,56.0,32.0,18.0,38.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,27.4,42.6,25.91,6.0,1.9,5.6,24.0,4.9,0.3,4.7,22.0,17.0,27211.0
315,9.1,4.69,2958.0,95.0,32.0,6.0,0.0,1.0,32.4,4.2,0.0,20.09,27.096,35.19,5002.0,5884.0,2.0,0.0,1.0,2.0,3.0,80.0,14.2,0.0,62.1,4.4,1.0,0.0,1.0,38.0,46.0,20.0,22.0,60.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,17.2,44.7,11.0,27.7,1.8,5.5,31.0,4.8,0.2,5.3,18.0,10.0,5855.0
316,11.1,6.46,4084.0,96.0,42.0,15.8,0.0,1.0,49.2,3.22,0.0,17.85,25.71,24.72,5005.0,5684.0,2.0,1.0,0.0,2.0,3.0,86.0,17.0,0.0,62.1,4.5,1.0,1.0,2.0,42.0,54.0,20.0,22.0,47.6,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,17.7,44.7,12.7,27.7,1.8,5.5,31.0,4.8,0.2,11.5,18.0,10.0,8692.0
317,11.1,8.05,3819.0,82.0,50.0,30.0,0.0,1.0,49.2,3.22,3.0,18.235,16.916,24.17,5008.0,5710.0,2.0,1.0,0.0,2.0,2.0,84.0,17.0,0.0,62.1,4.5,1.0,1.0,2.0,38.0,52.0,34.0,28.0,60.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,18.1,44.7,18.02,10.2,1.8,5.5,31.0,4.8,0.3,13.8,24.0,11.0,10816.0
318,10.5,8.91,3819.0,84.0,54.0,30.0,0.0,2.0,61.5,5.1,3.0,15.849,16.916,24.17,5022.0,5526.0,3.0,0.0,0.0,2.0,2.0,88.0,19.7,0.0,62.1,4.6,0.0,1.0,2.0,64.0,48.0,36.0,22.0,56.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,18.6,44.7,18.02,10.2,1.8,5.5,32.0,4.8,0.3,13.8,26.0,10.0,11358.0
319,10.5,8.53,3819.0,88.0,78.0,30.0,0.0,2.0,54.7,4.8,0.9,13.76,16.916,24.17,5041.0,5497.0,3.0,0.0,1.0,2.0,2.0,80.0,19.7,0.0,62.1,4.6,0.0,1.0,2.0,52.0,46.0,52.0,14.0,60.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,19.1,44.7,18.02,10.2,1.9,5.5,31.0,4.8,0.3,13.8,29.0,17.0,11358.0
320,70.1,15.32,34549.0,96.0,92.0,71.0,2.0,1.0,99.8,98.7,45.6,0.82,1.372,1.16,2850.0,6679.0,2.0,2.0,2.0,2.0,3.0,84.0,60.1,1.0,94.6,10.2,3.0,3.0,2.0,54.0,42.0,33.3,42.0,62.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,30.7,41.0,100.0,96.4,1.6,6.4,50.0,7.1,0.6,71.1,80.0,76.7,3063800.0
321,76.9,18.78,43212.0,96.0,95.3,88.0,2.0,2.0,99.8,97.0,46.8,1.07,1.45,1.15,2708.0,7207.0,2.0,2.0,2.0,2.0,3.0,84.0,77.0,1.0,93.7,10.2,3.0,3.0,2.0,66.0,68.0,40.0,44.0,58.7,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,31.1,41.0,100.0,96.4,1.6,6.5,49.0,7.1,0.6,78.8,80.0,76.7,2718800.0
322,85.7,27.88,108202.0,95.8,93.6,77.2,2.0,1.0,98.62,97.0,43.9,0.894,2.321,1.13,2605.0,6869.0,2.0,2.0,2.0,2.0,3.0,94.1,77.0,1.0,93.7,10.2,3.0,1.0,2.0,60.8,56.9,33.3,29.4,46.9,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,31.5,41.0,100.0,100.0,1.6,6.5,47.0,7.1,0.7,80.1,80.0,76.7,2687800.0
323,87.0,67.95,156071.0,96.2,94.7,79.7,2.0,2.0,100.0,100.0,47.7,0.415,2.321,1.13,2467.0,5997.0,4.0,2.0,2.0,2.0,3.0,96.0,81.9,1.0,93.7,10.2,3.0,2.0,2.0,72.0,42.0,48.0,42.0,62.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,32.0,41.0,100.0,100.0,1.5,6.9,47.0,7.2,0.7,81.2,79.0,75.0,2696000.0
324,90.1,82.26,202420.0,96.7,95.5,87.2,2.0,2.0,100.0,100.0,45.1,0.712,2.321,1.13,2423.0,5657.0,4.0,2.0,2.0,2.0,3.0,90.0,81.9,2.0,94.9,10.2,3.0,2.0,2.0,54.0,62.0,42.0,42.0,62.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,32.4,41.0,100.0,96.3,1.5,7.2,53.0,7.2,0.8,84.2,78.0,73.0,2964500.0
325,8.2,3.27,1721.0,85.0,10.0,0.0,0.0,0.0,52.7,8.7,17.5,19.33,19.021,50.47,5162.0,6022.0,0.0,0.0,0.0,1.0,1.0,70.0,13.5,0.0,33.1,2.0,0.0,0.0,2.0,50.0,48.0,32.0,34.0,72.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,16.8,33.0,41.24,10.7,2.5,5.7,35.0,5.1,0.2,10.3,22.0,12.0,3499.0
326,8.9,4.71,4709.0,85.0,23.0,0.0,0.0,0.0,83.1,6.42,22.0,21.04,19.458,25.68,5438.0,6394.0,0.0,0.0,0.0,1.0,1.0,84.2,23.0,0.0,33.1,2.2,0.0,0.0,2.0,45.8,50.2,35.4,25.1,63.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,17.3,33.0,43.1,10.7,2.5,5.7,32.0,5.1,0.2,11.1,22.0,12.0,21444.0
327,10.6,7.43,6361.0,81.0,29.04,0.0,0.0,0.0,83.1,6.42,26.5,10.848,20.08,26.51,5178.0,6524.0,2.0,1.0,1.0,1.0,1.0,70.0,23.0,0.0,33.1,2.3,3.0,1.0,2.0,50.0,48.0,32.0,34.0,72.7,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,17.9,33.0,50.9,2.9,2.7,5.6,31.0,5.1,0.2,12.7,24.0,14.0,15400.0
328,17.4,10.52,6361.0,100.0,55.0,28.0,0.0,0.0,67.7,19.8,8.3,9.904,20.08,26.51,4683.0,5592.0,4.0,1.0,1.0,1.0,1.0,70.0,21.5,0.0,33.1,2.4,3.0,1.0,2.0,50.0,48.0,32.0,34.0,72.7,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,18.5,33.0,50.9,2.9,2.7,5.4,32.0,5.1,0.2,12.7,30.0,16.0,120934.0
329,17.4,15.53,6361.0,100.0,60.0,34.0,0.0,0.0,78.0,28.0,29.0,5.111,20.08,26.51,4566.0,5398.0,4.0,0.0,1.0,1.0,1.0,84.0,21.5,0.0,35.5,2.4,3.0,0.0,2.0,46.0,50.0,38.0,22.0,42.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,19.1,33.0,50.9,2.9,2.7,4.9,29.0,5.1,0.3,12.7,35.0,26.0,120934.0
330,39.2,17.45,30600.0,93.0,89.0,58.0,2.0,2.0,99.62,97.2,57.7,1.29,1.854,2.6,5152.0,3385.0,2.0,1.0,2.0,2.0,3.0,94.0,49.1,2.0,94.5,8.6,1.0,4.0,2.0,51.9,32.0,17.3,19.2,65.3,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,123.3,46.3,99.5,12.3,2.6,6.6,31.0,6.5,0.6,57.4,49.0,38.0,14757686.0
331,47.0,19.68,38604.0,93.0,89.0,58.0,2.0,2.0,99.64,97.53,54.4,1.46,1.019,2.39,4965.0,3339.0,2.0,2.0,2.0,2.0,3.0,94.0,42.0,2.0,94.9,8.6,3.0,3.0,2.0,66.0,32.0,52.0,38.0,84.4,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,124.8,46.3,100.0,12.3,2.6,6.5,30.0,6.5,0.6,59.5,49.0,46.0,15923971.0
332,50.9,23.17,37654.0,93.0,89.0,58.0,2.0,2.0,100.0,100.0,58.8,1.13,1.058,2.48,4816.0,3002.0,2.0,2.0,2.0,2.0,3.0,98.1,42.0,2.0,95.0,8.6,3.0,3.0,2.0,51.9,53.8,40.4,34.6,65.3,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,126.2,45.4,100.0,53.4,2.6,6.4,29.0,6.5,0.7,63.9,49.0,38.0,17000482.0
333,52.9,30.68,37654.0,92.68,89.64,88.2,2.0,2.0,100.0,100.0,65.3,1.099,1.058,2.48,4768.0,2889.0,4.0,2.0,2.0,2.0,3.0,94.0,47.5,2.0,95.4,8.6,3.0,2.0,2.0,78.0,32.0,36.0,28.0,75.5,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,127.6,45.4,100.0,53.4,2.5,6.2,28.0,6.5,0.7,65.8,63.0,56.0,18359028.0
334,56.4,38.37,37654.0,95.83,94.83,90.75,2.0,2.0,100.0,100.0,72.1,0.715,1.058,2.48,4734.0,2770.0,4.0,2.0,2.0,2.0,3.0,96.2,47.5,2.0,95.4,8.6,3.0,2.0,2.0,67.3,40.4,17.3,19.2,69.2,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,128.9,45.4,100.0,53.4,2.6,6.1,29.0,6.4,0.7,70.1,63.0,57.0,19173373.0
335,22.5,20.02,22234.0,99.0,95.0,0.0,1.0,2.0,97.5,72.9,29.7,1.908,1.596,2.08,3089.0,2320.0,2.0,3.0,1.0,2.0,2.0,86.0,29.8,0.0,98.3,10.1,1.0,1.0,0.0,16.0,38.0,34.0,18.0,41.9,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.1,32.3,91.06,91.2,1.8,6.6,39.0,5.6,0.6,22.5,71.0,67.0,208047.0
