,1.1.4) Gender gap in internet access,1.2.2) Average fixed broadband download speed,1.2.7) Bandwidth capacity,1.3.1) Network coverage (min. 2G),1.3.2) Network coverage (min. 3G),1.3.3) Network coverage (min. 4G),1.3.5) Government initiatives to make Wi-Fi available,1.3.6) Private sector initiatives to make Wi-Fi available,1.4.1) Urban electricity access,1.4.2) Rural electricity access,2.1.1) Smartphone cost (handset),2.1.2) Mobile phone cost (prepaid tariff),2.1.3) Mobile phone cost (postpaid tariff),2.1.4) Fixed-line monthly broadband cost,2.2.2) Wireless operators' market share,2.2.3) Broadband operators' market share,3.1.1) Availability of local news in local languages,3.1.2) Concentration of websites using country-level domains,3.1.3) Availability of e-Government services in the local language,3.2.1) e-Finance content,3.2.3) e-Health content,3.2.5) e-Entertainment usage,3.2.6) e-Commerce content,3.2.8) Open data policies,4.1.1) Level of literacy,4.1.2) Educational attainment,4.1.3) Support for digital literacy,4.1.4) Level of web accessibility,4.2.1) Privacy regulations,4.2.2) Trust in online privacy,4.2.3) Trust in Government websites and apps,4.2.4) Trust in Non-government websites and apps,4.2.5) Trust in information from social media,4.2.6) e-Commerce safety,4.3.1.1) Comprehensive female e-inclusion plan,4.3.1.2) Female digital skills training plan,4.3.1.3) Female STEM education plan,4.3.2) Government e-inclusion strategy,4.3.3) National broadband strategy,4.3.4) Funding for broadband buildout,4.3.5) Technology-neutrality policy for spectrum use,4.3.6) National digital identification system,BG2) Population,BG5) GINI coefficient,BG7) Total electricity access,BG9) Percentage of schools with Internet access,BG10) Global Peace Index,BG11) Democracy Index,BG12) Corruption Perceptions Index,BG13) EIU Business Environment Rankings,BG14) UN E-Government Development Index,BG17) Internet access gender gap,BG18) Mobile phone access gender gap,BG19) Internet users (percent of population),BG20) Male internet users,BG21) Female internet users,BG24) Total fixed line broadband subscribers
543,13.3,22.09,94995.0,99.69,98.32,93.17,2.0,2.0,100.0,100.0,40.7,0.492,1.358,0.84,3412.0,4161.0,4.0,3.0,2.0,2.0,3.0,98.0,71.8,0.0,96.2,7.7,3.0,3.0,2.0,46.0,50.0,16.0,12.0,66.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,83.4,41.9,100.0,86.0,3.0,4.4,41.0,6.0,0.7,11.0,0.0,71.0,0.9952038369304556,0.8633093525179856,160758.10551558752
544,5.3,26.8,121624.0,99.7,98.56,96.71,2.0,2.0,100.0,100.0,44.8,0.459,1.358,0.84,3399.0,4023.0,4.0,3.0,2.0,2.0,3.0,70.0,71.8,0.0,96.2,7.7,3.0,3.0,2.0,74.0,38.0,28.0,34.0,52.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,84.3,41.9,100.0,86.0,3.0,4.1,39.0,6.0,0.8,4.0,4.0,74.0,0.8896797153024911,0.8422301304863583,168825.36180308423
546,1.1,25.53,247510.0,100.0,100.0,99.6,2.0,0.0,100.0,100.0,74.5,0.74,0.797,0.56,5070.0,7368.0,2.0,0.0,2.0,2.0,1.0,94.0,87.0,2.0,93.8,10.8,3.0,0.0,2.0,56.0,60.0,48.0,36.0,66.7,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,9.5,32.5,100.0,100.0,1.9,2.7,66.0,4.5,0.8,1.0,0.0,90.6,9.473684210526315,9.368421052631579,136587.8947368421
547,-1.1,30.51,300380.0,100.0,100.0,99.64,2.0,0.0,100.0,100.0,66.7,0.74,0.823,0.57,5079.0,7472.0,2.0,0.0,2.0,2.0,3.0,88.2,87.0,2.0,93.8,10.9,3.0,2.0,2.0,54.9,64.7,39.2,27.5,48.9,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,9.6,32.5,100.0,89.2,1.8,2.7,71.0,7.2,0.8,-1.0,0.0,94.8,9.791666666666668,9.895833333333334,287690.625
548,-1.1,63.77,357642.0,100.0,100.0,99.73,2.0,0.0,100.0,100.0,79.4,0.74,0.823,0.57,5180.0,7172.0,4.0,0.0,2.0,2.0,3.0,96.0,83.8,2.0,93.8,11.0,3.0,2.0,2.0,68.0,50.0,46.0,32.0,52.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,9.8,32.5,100.0,89.2,1.8,2.8,70.0,7.4,0.8,-1.0,0.0,98.5,9.489795918367346,9.591836734693876,308629.081632653
549,-4.6,100.58,403399.0,100.0,100.0,99.82,2.0,0.0,100.0,100.0,83.7,0.391,0.823,0.57,5233.0,7134.0,4.0,1.0,2.0,2.0,3.0,94.6,83.8,2.0,93.2,11.0,3.0,2.0,2.0,37.5,55.4,42.9,48.2,62.5,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,9.5,32.5,100.0,100.0,1.8,2.8,71.0,7.6,0.9,-4.0,0.0,99.1,9.157894736842104,9.578947368421053,320627.05263157893
551,22.9,6.94,5763.0,93.0,64.0,15.0,2.0,2.0,23.3,18.63,21.9,16.2,15.545,8.88,3576.0,5684.0,2.0,2.0,2.0,2.0,2.0,78.0,43.0,0.0,70.2,5.7,3.0,3.0,0.0,50.0,60.0,36.0,28.0,76.6,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,41.2,42.8,31.82,30.4,2.2,5.3,25.0,5.4,0.4,8.0,16.0,21.9,0.8495145631067961,0.6553398058252426,2235.8009708737864
552,33.3,8.36,7775.0,93.0,65.0,17.0,2.0,1.0,23.3,18.63,13.3,8.075,13.472,8.98,3581.0,5710.0,2.0,3.0,2.0,2.0,3.0,76.0,43.0,0.0,70.2,5.8,3.0,3.0,0.0,56.0,52.0,42.0,20.0,64.3,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,42.7,42.8,42.65,12.4,2.2,5.1,26.0,5.4,0.4,12.0,13.0,23.7,0.8430913348946135,0.5620608899297423,2157.2599531615924
553,15.6,14.18,7775.0,98.0,69.63,57.0,2.0,1.0,63.1,10.8,23.6,7.751,13.472,8.98,3867.0,5526.0,4.0,3.0,2.0,2.0,2.0,92.0,38.8,0.0,76.5,6.1,3.0,3.0,2.0,44.0,44.0,38.0,28.0,52.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,44.3,42.8,42.65,12.4,2.2,5.2,26.0,5.4,0.4,5.0,10.0,23.7,0.7223476297968398,0.6094808126410836,2079.345372460497
554,13.0,13.69,7775.0,98.0,69.63,57.0,2.0,1.0,66.0,16.9,31.2,6.385,13.472,8.98,3778.0,5497.0,4.0,3.0,2.0,2.0,2.0,94.0,38.8,0.0,76.5,6.1,3.0,3.0,2.0,38.0,48.0,28.0,20.0,64.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,45.5,42.8,42.65,12.4,2.2,5.0,28.0,5.4,0.4,6.0,11.0,23.7,1.010989010989011,0.8791208791208791,2024.5054945054944
556,13.0,35.48,79417.0,99.9,90.0,1.44,2.0,2.0,100.0,100.0,29.9,4.169,0.991,1.19,3579.0,2104.0,2.0,3.0,2.0,2.0,2.0,94.0,60.0,2.0,99.8,11.3,3.0,1.0,2.0,24.0,64.0,48.0,28.0,57.1,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,42.4,26.0,100.0,72.0,3.2,5.7,29.0,4.2,0.6,9.0,-1.0,53.0,1.6273584905660379,1.4150943396226416,120884.4103773585
557,6.2,39.37,73625.0,99.9,90.0,3.0,2.0,2.0,100.0,100.0,41.3,1.355,0.948,1.52,3714.0,2083.0,2.0,3.0,2.0,2.0,3.0,88.7,60.0,2.0,99.8,11.3,3.0,1.0,2.0,37.7,49.1,45.3,39.6,48.1,2.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,42.2,26.1,100.0,94.1,3.1,5.7,30.0,4.4,0.6,4.0,1.0,58.9,1.5402843601895733,1.4454976303317535,124164.5260663507
558,5.7,47.69,73625.0,99.9,90.0,3.0,2.0,2.0,100.0,100.0,23.9,1.276,0.948,1.52,3817.0,2073.0,4.0,3.0,2.0,2.0,3.0,88.7,72.5,2.0,99.8,11.3,3.0,1.0,2.0,37.7,49.1,45.3,39.6,48.1,2.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,42.0,26.1,100.0,95.3,2.9,5.7,32.0,4.6,0.6,4.0,-1.0,62.6,1.6666666666666667,1.5714285714285714,128693.45238095238
559,13.9,53.75,73625.0,99.9,89.1,78.1,2.0,1.0,100.0,100.0,34.4,0.779,0.948,1.52,3758.0,2053.0,4.0,3.0,2.0,2.0,2.0,92.0,72.5,2.0,99.8,11.3,3.0,1.0,2.0,48.0,34.0,22.0,28.0,36.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,41.8,26.1,100.0,95.3,2.9,5.9,30.0,4.8,0.7,10.0,-1.0,62.6,1.722488038277512,1.4832535885167466,162301.07655502393
561,-2.2,43.12,391505.0,99.6,99.6,98.5,2.0,2.0,100.0,100.0,80.9,0.451,0.452,0.23,2803.0,2243.0,2.0,1.0,2.0,2.0,3.0,72.0,95.1,2.0,100.0,12.9,3.0,2.0,2.0,56.0,44.0,24.0,20.0,64.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,66.7,34.8,100.0,100.0,1.8,8.4,81.0,7.8,0.9,-2.0,-2.0,94.8,1.3493253373313343,1.379310344827586,381493.53823088453
562,-8.2,51.01,437535.0,99.8,99.6,99.3,2.0,2.0,100.0,100.0,80.0,0.451,0.448,1.01,2773.0,2164.0,2.0,1.0,2.0,2.0,3.0,79.2,95.1,2.0,100.0,12.9,3.0,2.0,2.0,60.4,49.1,28.3,22.6,72.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,67.1,34.8,100.0,100.0,1.9,8.5,82.0,7.8,0.9,-7.0,-7.0,90.4,1.2667660208643816,1.3710879284649777,388128.6289120716
563,1.1,58.42,437535.0,99.9,99.7,99.7,2.0,2.0,100.0,100.0,87.2,0.451,0.448,1.01,2778.0,2110.0,4.0,1.0,2.0,2.0,3.0,86.0,94.4,2.0,100.0,13.0,3.0,2.0,2.0,62.0,50.0,18.0,20.0,70.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,67.5,34.8,100.0,100.0,1.8,8.5,80.0,7.8,0.9,1.0,2.0,90.7,1.3333333333333333,1.3185185185185184,393868.2962962963
564,-1.1,66.38,437535.0,99.9,99.7,99.7,2.0,2.0,100.0,100.0,93.6,0.403,0.448,1.01,2785.0,2066.0,4.0,1.0,2.0,2.0,3.0,70.6,94.4,2.0,100.0,13.0,3.0,2.0,2.0,66.7,54.9,21.6,15.7,74.5,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,67.9,34.8,100.0,100.0,1.8,8.5,77.0,7.7,0.9,-1.0,-3.0,92.5,1.3549337260677465,1.3696612665684829,391548.0117820324
566,1.1,63.31,100607.0,99.9,99.9,99.6,2.0,2.0,100.0,100.0,78.5,0.474,0.342,0.8,2561.0,1438.0,2.0,3.0,2.0,2.0,3.0,82.0,87.0,2.0,100.0,13.4,3.0,3.0,2.0,50.0,40.0,20.0,18.0,66.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,325.1,41.4,100.0,100.0,2.2,8.0,74.0,7.8,0.8,1.0,2.0,85.5,0.26760996616425714,0.26453398954167945,325173.7926791756
567,-3.4,83.91,107854.0,99.9,99.9,99.8,2.0,2.0,100.0,100.0,92.6,0.474,0.663,1.02,2592.0,1475.0,2.0,3.0,2.0,2.0,3.0,88.0,87.0,2.0,100.0,13.4,3.0,3.0,2.0,42.0,30.0,16.0,28.0,51.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,327.1,41.4,100.0,100.0,2.3,8.0,75.0,8.3,0.9,-3.0,0.0,87.3,0.26597370834607154,0.2751452155304188,330782.63527973095
568,1.1,110.88,107854.0,99.9,99.9,99.9,2.0,2.0,100.0,100.0,93.4,0.474,0.663,1.02,2572.0,1528.0,4.0,3.0,2.0,2.0,3.0,83.0,91.3,2.0,100.0,13.4,3.0,3.0,2.0,52.8,35.8,18.9,13.2,50.9,2.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,329.1,41.4,100.0,100.0,2.3,8.0,71.0,8.2,0.9,1.0,1.0,88.5,0.27651169857186264,0.27347310847766637,336873.29079307197
569,0.0,136.87,107854.0,99.9,99.9,99.9,2.0,2.0,100.0,100.0,100.0,0.812,0.663,1.02,3220.0,1600.0,4.0,3.0,2.0,2.0,3.0,90.9,91.3,2.0,100.0,13.4,3.0,3.0,2.0,58.2,54.5,40.0,41.8,81.8,2.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,331.0,41.4,100.0,100.0,2.3,8.0,69.0,8.1,0.9,0.0,3.0,88.5,0.283987915407855,0.283987915407855,344691.8429003021
572,2.5,33.8,107063.0,100.0,91.0,88.0,2.0,0.0,99.8,97.61,64.0,0.992,0.608,0.85,4104.0,9821.0,2.0,3.0,2.0,2.0,3.0,88.2,59.0,2.0,98.4,8.6,3.0,2.0,2.0,45.1,66.7,39.2,15.7,58.7,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,3.4,39.7,100.0,100.0,1.8,8.1,70.0,5.8,0.8,2.0,1.0,70.3,23.529411764705884,22.941176470588236,280376.76470588235
573,0.0,41.92,107063.0,91.0,91.0,86.2,2.0,0.0,99.9,97.6,69.0,0.992,0.608,0.85,4010.0,9821.0,4.0,3.0,2.0,2.0,3.0,88.2,51.4,2.0,98.4,8.7,3.0,2.0,2.0,45.1,66.7,39.2,15.7,58.7,2.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,3.4,39.7,100.0,100.0,1.7,8.4,70.0,5.8,0.8,0.0,-1.0,74.4,24.11764705882353,24.11764705882353,287467.64705882355
574,1.1,48.84,107063.0,91.0,91.0,82.5,2.0,0.0,99.8,98.8,72.6,0.921,0.608,0.85,3903.0,9841.0,4.0,3.0,2.0,2.0,3.0,92.5,51.4,2.0,98.7,8.7,3.0,0.0,2.0,56.6,45.3,17.0,24.5,50.9,2.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,3.5,39.7,100.0,100.0,1.7,8.4,71.0,5.8,0.8,1.0,-1.0,76.9,25.142857142857142,24.857142857142858,289260.0
576,27.3,5.54,5438.0,98.4,45.3,16.9,1.0,2.0,100.0,100.0,6.2,3.941,13.534,2.61,3773.0,8902.0,2.0,3.0,2.0,1.0,2.0,86.0,35.0,2.0,100.0,11.4,2.0,2.0,2.0,54.0,38.0,28.0,22.0,68.1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,32.0,35.3,100.0,73.1,2.1,2.0,21.0,4.6,0.5,9.0,15.0,46.8,1.03125,0.75,85823.75
577,42.5,7.62,10280.0,98.4,75.0,43.0,1.0,2.0,100.0,100.0,20.1,1.833,13.453,2.13,3305.0,8463.0,2.0,3.0,2.0,1.0,2.0,86.0,35.0,2.0,100.0,11.5,2.0,2.0,2.0,54.0,38.0,28.0,22.0,68.1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,32.5,35.3,100.0,90.4,2.1,2.0,22.0,4.6,0.6,17.0,18.0,48.7,1.2307692307692308,0.7076923076923077,102160.30769230769
578,26.1,15.63,25606.0,98.6,75.5,44.0,1.0,0.0,100.0,100.0,12.8,1.746,13.453,2.13,2787.0,8094.0,4.0,3.0,1.0,1.0,3.0,94.0,45.4,2.0,100.0,11.5,0.0,0.0,2.0,50.0,50.0,28.0,32.0,44.7,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,33.0,35.3,100.0,90.4,2.2,2.0,23.0,4.6,0.6,12.0,23.0,55.2,1.393939393939394,1.0303030303030303,124954.78787878787
579,15.1,27.36,25606.0,99.2,80.7,47.7,2.0,0.0,100.0,100.0,13.0,1.844,13.453,2.13,2519.0,8008.0,4.0,3.0,1.0,1.0,3.0,76.0,45.4,2.0,100.0,11.5,1.0,2.0,2.0,58.0,48.0,36.0,34.0,62.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,33.5,35.3,100.0,88.0,2.2,2.0,25.0,4.6,0.7,8.0,14.0,55.2,1.5820895522388059,1.3432835820895523,137231.79104477612
581,-3.9,2.96,20128.0,96.0,90.64,67.79,2.0,0.0,99.0,98.09,38.3,3.51,5.357,2.51,3849.0,7331.0,2.0,0.0,1.0,2.0,1.0,90.0,40.0,1.0,97.1,10.3,1.0,0.0,0.0,72.0,48.0,46.0,36.0,62.8,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,31.2,46.9,99.2,14.6,2.7,4.7,17.0,3.3,0.5,-2.0,0.0,60.0,1.6346153846153846,1.6987179487179487,83781.76282051283
582,8.6,3.44,20977.0,96.0,90.64,82.0,2.0,0.0,99.0,98.09,54.6,3.51,5.357,3.98,3766.0,7585.0,2.0,2.0,1.0,2.0,2.0,90.0,40.0,1.0,97.1,10.3,1.0,0.0,0.0,78.0,42.0,50.0,42.0,78.6,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,31.6,46.9,100.0,14.6,2.6,3.9,18.0,3.2,0.5,5.0,10.0,64.3,1.8354430379746836,1.6772151898734176,82526.23417721518
583,-4.3,3.57,20977.0,91.0,81.0,64.0,2.0,0.0,100.0,100.0,54.6,3.51,5.357,3.98,3742.0,7762.0,4.0,1.0,2.0,1.0,2.0,90.0,52.3,1.0,97.1,10.3,1.0,0.0,0.0,78.0,42.0,50.0,42.0,78.6,2.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,29.8,46.9,100.0,14.6,2.7,3.2,18.0,3.1,0.5,-2.0,-1.0,64.3,1.5436241610738255,1.610738255033557,87401.94630872483
584,-16.4,4.12,20977.0,92.0,82.0,65.0,2.0,2.0,100.0,98.9,54.6,3.51,5.357,3.98,3845.0,8293.0,4.0,1.0,2.0,1.0,2.0,90.0,52.3,2.0,97.1,10.3,0.0,0.0,0.0,78.0,42.0,50.0,42.0,78.6,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,28.0,46.9,100.0,14.6,2.9,2.9,16.0,3.1,0.5,-9.0,-9.0,64.3,1.9642857142857142,2.2857142857142856,91471.78571428571
586,6.4,24.18,80532.0,94.0,77.32,5.0,2.0,0.0,99.9,98.9,45.4,0.88,3.097,0.56,3368.0,3162.0,2.0,3.0,2.0,2.0,3.0,96.0,50.0,0.0,94.5,8.1,3.0,0.0,2.0,74.0,48.0,34.0,44.0,59.1,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,94.6,35.3,100.0,51.8,1.9,3.4,33.0,5.6,0.5,3.0,4.0,53.0,0.49682875264270615,0.4651162790697675,96176.40591966175
587,16.1,27.8,118198.0,99.5,98.0,95.0,2.0,0.0,100.0,98.15,26.4,1.188,3.036,0.51,3443.0,3208.0,2.0,3.0,2.0,2.0,3.0,100.0,50.0,0.0,94.5,8.2,3.0,0.0,2.0,62.0,60.0,62.0,50.0,56.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,95.5,35.7,100.0,32.2,1.9,3.1,35.0,5.7,0.6,9.0,6.0,58.1,0.5863874345549738,0.49214659685863876,118009.80104712042
588,21.8,35.02,65006.0,99.6,99.6,93.89,2.0,0.0,100.0,99.4,42.2,1.074,3.036,0.51,3582.0,3370.0,4.0,3.0,2.0,2.0,2.0,100.0,61.1,0.0,95.0,8.2,2.0,0.0,2.0,68.0,58.0,52.0,38.0,66.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,96.5,35.7,100.0,32.2,1.9,3.1,33.0,5.8,0.6,12.0,10.0,69.8,0.5699481865284974,0.44559585492227977,134657.52331606217
589,13.6,50.14,120708.0,99.8,99.8,97.0,2.0,0.0,100.0,98.7,33.1,0.967,3.036,0.51,3629.0,3488.0,4.0,3.0,2.0,2.0,2.0,90.0,61.1,0.0,95.0,8.2,3.0,0.0,2.0,58.0,60.0,44.0,48.0,38.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,97.3,35.7,100.0,32.2,1.9,3.1,37.0,5.9,0.7,9.0,4.0,68.7,0.6783144912641316,0.5858170606372045,152131.34635149024
591,42.1,9.17,3846.0,93.0,53.0,5.77,0.0,2.0,67.3,6.47,25.8,12.25,11.041,21.23,3991.0,5684.0,2.0,1.0,1.0,1.0,2.0,84.0,24.0,0.0,83.0,7.0,0.0,1.0,2.0,50.0,38.0,36.0,22.0,65.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,16.8,57.1,40.3,7.0,1.8,6.0,38.0,5.0,0.4,16.0,10.0,25.5,2.261904761904762,1.3095238095238095,1891.904761904762
592,35.5,8.98,5495.0,93.0,53.0,43.41,2.0,2.0,67.3,6.47,29.5,3.879,12.606,24.24,3679.0,5710.0,2.0,1.0,1.0,1.0,1.0,79.6,24.0,0.0,83.0,7.1,3.0,1.0,2.0,38.9,53.7,44.4,16.7,56.8,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,17.4,57.1,39.81,7.0,1.8,5.7,37.0,5.0,0.4,11.0,10.0,27.9,1.781609195402299,1.149425287356322,2063.9080459770116
593,24.3,10.81,14746.0,86.9,76.5,43.41,0.0,2.0,79.6,3.8,34.2,3.27,12.606,24.24,3572.0,5526.0,3.0,2.0,1.0,1.0,1.0,94.0,26.4,0.0,86.7,7.1,3.0,1.0,2.0,44.0,42.0,42.0,26.0,58.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,17.9,57.1,39.81,7.0,1.8,5.6,35.0,5.0,0.4,9.0,3.0,14.3,2.0670391061452515,1.564245810055866,4035.083798882682
594,27.8,12.35,14746.0,86.9,71.8,49.1,0.0,2.0,76.3,6.3,41.2,2.89,12.606,24.24,3562.0,5497.0,3.0,2.0,2.0,1.0,1.0,94.2,26.4,0.0,86.7,7.1,3.0,1.0,2.0,51.9,44.2,46.2,25.0,55.8,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,18.4,57.1,39.81,7.0,1.8,5.1,34.0,5.0,0.4,10.0,10.0,14.3,1.956521739130435,1.4130434782608696,4831.032608695653
598,26.3,12.16,12376.0,93.0,84.0,35.0,2.0,2.0,81.6,11.5,0.0,10.056,30.882,13.24,5383.0,5375.0,3.0,3.0,1.0,1.0,1.0,92.0,33.1,0.0,86.9,8.3,1.0,2.0,1.0,50.0,34.0,36.0,30.0,51.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,14.6,44.3,41.04,33.2,2.5,3.2,22.0,3.5,0.4,10.0,-2.0,27.1,2.6027397260273974,1.9178082191780823,13907.945205479453
599,13.2,13.46,12376.0,93.4,84.2,35.0,2.0,2.0,88.8,36.2,9.2,10.056,30.882,13.24,5516.0,5456.0,3.0,2.0,1.0,1.0,1.0,94.0,33.1,0.0,86.9,8.3,1.0,3.0,2.0,56.0,38.0,28.0,20.0,56.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,14.9,44.3,41.04,33.2,2.5,3.2,24.0,3.5,0.5,5.0,-3.0,27.1,2.5503355704697985,2.214765100671141,13719.73154362416
