,1.1.4) Gender gap in internet access,1.2.2) Average fixed broadband download speed,1.2.7) Bandwidth capacity,1.3.1) Network coverage (min. 2G),1.3.2) Network coverage (min. 3G),1.3.3) Network coverage (min. 4G),1.3.5) Government initiatives to make Wi-Fi available,1.3.6) Private sector initiatives to make Wi-Fi available,1.4.1) Urban electricity access,1.4.2) Rural electricity access,2.1.1) Smartphone cost (handset),2.1.2) Mobile phone cost (prepaid tariff),2.1.3) Mobile phone cost (postpaid tariff),2.1.4) Fixed-line monthly broadband cost,2.2.2) Wireless operators' market share,2.2.3) Broadband operators' market share,3.1.1) Availability of local news in local languages,3.1.2) Concentration of websites using country-level domains,3.1.3) Availability of e-Government services in the local language,3.2.1) e-Finance content,3.2.3) e-Health content,3.2.5) e-Entertainment usage,3.2.6) e-Commerce content,3.2.8) Open data policies,4.1.1) Level of literacy,4.1.2) Educational attainment,4.1.3) Support for digital literacy,4.1.4) Level of web accessibility,4.2.1) Privacy regulations,4.2.2) Trust in online privacy,4.2.3) Trust in Government websites and apps,4.2.4) Trust in Non-government websites and apps,4.2.5) Trust in information from social media,4.2.6) e-Commerce safety,4.3.1.1) Comprehensive female e-inclusion plan,4.3.1.2) Female digital skills training plan,4.3.1.3) Female STEM education plan,4.3.2) Government e-inclusion strategy,4.3.3) National broadband strategy,4.3.4) Funding for broadband buildout,4.3.5) Technology-neutrality policy for spectrum use,4.3.6) National digital identification system,BG2) Population,BG5) GINI coefficient,BG7) Total electricity access,BG9) Percentage of schools with Internet access,BG10) Global Peace Index,BG11) Democracy Index,BG12) Corruption Perceptions Index,BG13) EIU Business Environment Rankings,BG14) UN E-Government Development Index,BG17) Internet access gender gap,BG18) Mobile phone access gender gap,BG19) Internet users (percent of population),BG20) Male internet users,BG21) Female internet users,BG24) Total fixed line broadband subscribers
228,57.1,29.7,100527.0,97.0,94.0,94.0,2.0,2.0,99.6,91.9,53.7,0.448,4.018,4.46,2701.0,2708.0,4.0,0.0,2.0,2.0,3.0,96.0,57.0,2.0,74.4,6.5,2.0,3.0,2.0,74.0,66.0,44.0,38.0,80.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1366.4,37.8,95.24,24.4,2.6,7.2,41.0,5.4,0.6,20.0,15.0,20.1,0.025614754098360653,0.010977751756440281,13297.71662763466
229,60.7,40.54,100527.0,99.06,98.15,97.92,2.0,2.0,100.0,99.4,61.8,0.893,4.018,4.46,2817.0,2094.0,4.0,1.0,2.0,2.0,3.0,87.0,57.0,2.0,74.4,6.5,2.0,3.0,2.0,57.4,51.9,22.2,37.0,68.5,0.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1380.0,37.8,95.24,32.9,2.6,6.9,41.0,5.5,0.6,17.0,16.0,20.1,0.020289855072463767,0.007971014492753623,14311.223188405796
231,17.6,12.71,25105.0,87.9,74.86,22.6,2.0,1.0,99.16,81.61,19.8,0.95,1.989,10.74,2951.0,3942.0,2.0,2.0,1.0,1.0,2.0,88.0,36.0,2.0,95.4,8.0,3.0,0.0,2.0,66.0,62.0,28.0,24.0,51.1,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,260.6,39.4,98.14,51.9,1.8,7.0,37.0,5.2,0.4,6.0,12.0,25.4,0.13046815042210283,0.1074443591711435,20059.067536454335
232,8.8,15.52,30400.0,98.6,93.78,90.42,2.0,1.0,100.0,88.6,52.8,0.779,1.397,7.96,3188.0,3995.0,2.0,2.0,1.0,1.0,2.0,96.0,36.0,2.0,95.4,8.0,3.0,0.0,2.0,74.0,60.0,46.0,34.0,64.4,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,262.9,39.0,98.51,51.2,1.9,6.4,37.0,5.3,0.5,3.0,-1.0,32.3,0.1293267402054013,0.11791555724610119,23643.67820464055
233,8.1,18.63,52996.0,98.71,97.7,97.59,2.0,1.0,100.0,96.2,45.9,1.206,1.397,7.96,3306.0,6612.0,4.0,2.0,1.0,1.0,2.0,92.0,50.1,2.0,95.7,8.0,3.0,0.0,2.0,84.0,58.0,50.0,32.0,73.5,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,265.3,39.0,98.51,51.2,1.8,6.4,38.0,5.4,0.5,3.0,4.0,39.9,0.1394647568790049,0.12815680361854503,33449.36298529966
234,10.9,21.29,132949.0,98.71,97.7,97.59,2.0,2.0,100.0,98.8,37.9,1.172,1.397,7.96,3050.0,6939.0,4.0,1.0,2.0,2.0,3.0,80.0,50.1,2.0,95.7,8.0,3.0,0.0,2.0,68.0,32.0,18.0,24.0,48.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,267.5,39.0,98.51,61.4,1.8,6.5,40.0,5.6,0.7,5.0,7.0,47.7,0.17196261682242991,0.15327102803738318,35184.31775700935
236,-3.9,8.35,15409.0,96.5,62.67,28.94,2.0,2.0,100.0,96.3,33.3,1.66,0.706,1.08,4851.0,3680.0,2.0,2.0,2.0,2.0,3.0,89.4,69.0,2.0,85.5,10.0,3.0,2.0,2.0,52.2,56.6,32.7,28.4,57.8,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,80.7,40.8,100.0,89.1,2.4,2.3,29.0,3.8,0.5,-2.0,13.0,53.2,0.6319702602230483,0.6567534076827757,94282.0322180917
237,17.6,10.9,20303.0,96.5,77.0,74.0,2.0,2.0,100.0,96.3,36.9,0.369,0.666,1.02,4779.0,3436.0,2.0,2.0,2.0,2.0,3.0,88.7,69.0,2.0,85.5,10.0,3.0,2.0,2.0,53.8,52.3,35.1,27.6,54.3,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,81.8,40.8,100.0,36.3,2.4,2.5,30.0,3.8,0.6,13.0,13.0,64.0,0.9046454767726162,0.7457212713936431,105133.85085574572
238,0.0,13.22,23697.0,96.5,79.0,76.0,2.0,2.0,100.0,95.7,40.5,0.369,0.666,1.02,4577.0,3176.0,4.0,2.0,2.0,2.0,3.0,94.3,76.9,2.0,85.5,10.0,3.0,0.0,2.0,57.5,50.9,35.1,29.7,55.2,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,82.9,40.8,100.0,36.3,2.5,2.5,28.0,3.7,0.6,0.0,6.0,70.0,0.7358262967430639,0.7358262967430639,118288.5765983112
239,7.4,17.44,23697.0,96.5,85.0,81.0,2.0,2.0,100.0,96.1,31.2,0.369,0.666,1.02,4515.0,2773.0,4.0,2.0,2.0,2.0,3.0,85.9,76.9,2.0,85.5,10.0,3.0,0.0,2.0,52.4,49.5,31.2,31.7,54.7,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,84.0,40.8,100.0,36.3,2.7,2.4,26.0,3.7,0.7,5.0,14.0,70.0,0.8095238095238095,0.75,102692.64285714286
241,3.3,38.21,75942.0,99.0,95.0,90.0,0.0,2.0,100.0,100.0,95.3,0.523,0.329,1.26,3564.0,2286.0,2.0,2.0,2.0,2.0,3.0,82.0,90.0,2.0,100.0,12.5,3.0,4.0,2.0,48.0,36.0,22.0,14.0,68.1,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,4.8,32.8,100.0,93.9,1.4,9.2,73.0,8.0,0.8,3.0,-1.0,83.5,18.958333333333336,18.333333333333336,283375.8333333334
242,-9.8,48.93,78786.0,99.0,95.0,90.0,0.0,2.0,100.0,100.0,92.2,0.523,0.556,1.14,3576.0,2255.0,2.0,2.0,2.0,2.0,3.0,90.2,90.0,2.0,100.0,12.5,3.0,0.0,2.0,39.2,41.2,35.3,25.5,66.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,4.8,32.8,100.0,92.3,1.4,9.2,74.0,7.9,0.8,-8.0,-2.0,84.1,17.083333333333336,18.75,291416.25
243,-8.0,65.75,78786.0,99.0,95.0,90.0,0.0,2.0,100.0,100.0,99.3,0.523,0.556,1.14,3643.0,2290.0,4.0,3.0,2.0,2.0,3.0,92.0,93.3,2.0,100.0,12.5,3.0,0.0,2.0,46.0,46.0,40.0,32.0,60.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,4.9,32.8,100.0,92.3,1.4,9.2,73.0,7.9,0.8,-7.0,-4.0,84.5,17.755102040816325,19.183673469387752,291869.387755102
244,-5.9,80.63,78786.0,99.0,95.0,90.0,0.0,2.0,100.0,100.0,95.4,0.116,0.556,1.14,3557.0,2214.0,4.0,2.0,2.0,2.0,3.0,88.0,93.3,2.0,100.0,12.5,3.0,0.0,2.0,58.0,48.0,30.0,18.0,58.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,4.9,32.8,100.0,92.3,1.4,9.2,74.0,7.8,0.8,-5.0,3.0,84.5,17.346938775510203,18.36734693877551,298479.387755102
247,1.1,52.17,57245.0,99.0,99.0,82.0,2.0,2.0,100.0,100.0,66.1,1.407,0.437,0.88,2266.0,2685.0,2.0,3.0,2.0,1.0,3.0,84.0,81.0,2.0,97.8,12.8,3.0,2.0,2.0,26.0,58.0,46.0,28.0,57.4,2.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,8.9,39.0,100.0,85.0,2.8,7.8,62.0,7.6,0.8,1.0,2.0,81.6,9.887640449438202,9.775280898876405,263146.06741573033
248,-2.2,69.74,57245.0,99.0,99.0,90.0,2.0,2.0,100.0,100.0,69.7,1.407,0.437,0.88,2101.0,2587.0,4.0,3.0,2.0,1.0,3.0,84.0,86.3,2.0,97.8,13.0,3.0,2.0,2.0,26.0,58.0,46.0,28.0,57.4,2.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,9.1,39.0,100.0,85.0,2.8,7.8,61.0,7.6,0.8,-2.0,-1.0,83.7,10.10989010989011,10.32967032967033,267582.4175824176
249,1.2,89.95,57245.0,99.0,99.0,94.0,2.0,2.0,100.0,100.0,72.3,0.347,0.437,0.88,2056.0,2530.0,4.0,3.0,2.0,1.0,3.0,96.0,86.3,2.0,97.8,13.0,3.0,2.0,2.0,40.0,48.0,40.0,40.0,60.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,9.2,39.0,100.0,85.0,2.8,7.9,60.0,7.6,0.8,1.0,0.0,86.8,9.021739130434783,8.913043478260871,269673.9130434783
251,6.7,23.22,32257.0,100.0,100.0,96.0,2.0,2.0,100.0,100.0,63.9,0.925,0.415,1.66,3361.0,2810.0,2.0,3.0,2.0,2.0,3.0,86.0,74.0,2.0,99.2,10.2,3.0,2.0,2.0,26.0,24.0,20.0,18.0,65.9,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,60.7,35.9,100.0,85.3,1.7,8.0,47.0,6.5,0.8,6.0,4.0,61.3,1.4662273476112027,1.3673805601317957,256396.68863261942
252,12.6,37.43,33968.0,100.0,100.0,98.0,2.0,2.0,100.0,100.0,69.7,0.925,0.431,1.72,3351.0,2694.0,2.0,3.0,2.0,2.0,3.0,96.1,74.0,2.0,99.2,10.2,3.0,2.0,2.0,37.3,23.5,13.7,17.6,54.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,60.6,35.9,100.0,88.3,1.8,8.0,50.0,6.5,0.8,11.0,9.0,63.1,1.4356435643564356,1.2541254125412542,273702.57425742573
253,10.9,51.17,33968.0,100.0,100.0,99.0,2.0,2.0,100.0,100.0,71.7,0.925,0.431,1.72,3012.0,2597.0,4.0,3.0,2.0,2.0,3.0,96.0,81.6,2.0,99.2,10.2,3.0,2.0,2.0,50.0,20.0,24.0,18.0,62.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,60.6,35.9,100.0,88.3,1.7,7.7,52.0,6.6,0.8,10.0,9.0,74.4,1.518151815181518,1.353135313531353,281526.48514851485
254,10.3,61.37,33968.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,83.9,0.538,0.431,1.72,2823.0,2521.0,4.0,3.0,2.0,2.0,3.0,82.7,81.6,2.0,99.2,10.2,3.0,2.0,2.0,48.1,28.8,21.2,15.4,67.3,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,60.5,35.9,100.0,88.3,1.7,7.5,53.0,6.6,0.8,10.0,2.0,74.4,1.603305785123967,1.43801652892562,287214.85950413224
256,-14.0,19.58,47309.0,100.0,95.0,5.0,2.0,0.0,100.0,95.55,52.2,1.81,3.128,5.71,5840.0,7218.0,2.0,0.0,1.0,2.0,2.0,88.0,65.0,1.0,88.5,9.7,3.0,1.0,0.0,44.0,68.0,22.0,22.0,58.9,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.7,45.5,97.96,93.3,2.1,7.4,39.0,5.8,0.5,-5.5,2.9,44.4,14.592592592592592,16.62962962962963,105951.11111111111
257,9.9,21.81,50355.0,100.0,95.0,45.0,2.0,0.0,100.0,95.55,52.6,1.49,5.342,8.76,5776.0,5024.0,2.0,0.0,1.0,2.0,3.0,84.0,65.0,1.0,88.5,9.8,3.0,3.0,0.0,40.0,66.0,42.0,30.0,55.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.7,45.5,98.93,72.8,2.1,7.3,44.0,5.8,0.5,7.0,1.0,55.1,26.296296296296294,23.703703703703702,88562.96296296296
258,9.9,23.27,50355.0,100.0,98.0,73.0,2.0,2.0,100.0,97.8,46.4,1.857,5.342,8.76,5506.0,5601.0,4.0,0.0,0.0,2.0,2.0,92.0,58.2,1.0,88.5,9.8,3.0,2.0,0.0,78.0,46.0,38.0,32.0,54.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.7,45.5,98.93,72.8,2.0,7.0,44.0,5.8,0.5,7.0,1.0,55.1,26.296296296296294,23.703703703703702,105465.18518518518
259,-2.7,33.47,50355.0,100.0,99.0,94.0,2.0,2.0,100.0,96.8,62.8,1.857,5.342,8.76,5606.0,5343.0,4.0,0.0,0.0,2.0,2.0,94.0,58.2,1.0,88.5,9.8,3.0,2.0,2.0,34.0,74.0,20.0,16.0,54.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.7,45.5,98.93,72.8,2.0,7.0,43.0,5.8,0.5,-2.0,4.0,55.1,27.037037037037035,27.777777777777775,117743.33333333333
261,15.8,75.58,22679.0,99.9,99.9,99.0,2.0,2.0,100.0,100.0,56.8,3.689,1.542,0.64,3590.0,1933.0,2.0,3.0,2.0,2.0,3.0,72.0,93.6,2.0,100.0,12.7,3.0,2.0,2.0,26.0,28.0,16.0,10.0,37.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,127.5,32.9,100.0,98.7,1.4,8.0,72.0,7.6,0.8,12.0,4.0,93.2,0.596078431372549,0.5019607843137255,312200.67450980394
262,10.7,85.91,24796.0,99.9,99.9,99.0,2.0,2.0,100.0,100.0,72.6,2.102,1.471,0.99,3575.0,1991.0,2.0,2.0,2.0,2.0,3.0,92.3,93.6,2.0,100.0,12.8,3.0,3.0,2.0,44.2,42.3,30.8,19.2,43.1,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,127.2,32.9,100.0,98.7,1.4,7.9,73.0,7.6,0.9,8.0,1.0,91.7,0.589622641509434,0.5267295597484276,318651.46226415096
263,13.2,103.94,24796.0,99.9,99.9,99.0,2.0,2.0,100.0,100.0,77.6,1.874,1.471,0.99,3543.0,2019.0,4.0,1.0,2.0,2.0,3.0,90.0,87.6,2.0,100.0,12.8,3.0,4.0,2.0,26.0,42.0,26.0,26.0,38.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,126.9,32.9,100.0,98.7,1.4,8.0,73.0,7.5,0.9,10.0,5.0,91.3,0.598896769109535,0.5200945626477541,326999.94483845547
264,13.8,110.98,24796.0,99.9,99.9,99.0,2.0,2.0,100.0,100.0,87.1,0.565,1.471,0.99,3526.0,2024.0,4.0,1.0,2.0,2.0,3.0,84.6,87.6,2.0,100.0,12.8,3.0,4.0,2.0,59.6,23.1,42.3,26.9,46.2,0.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,126.5,32.9,100.0,98.7,1.4,8.0,73.0,7.5,0.9,11.0,3.0,91.3,0.6324110671936759,0.5454545454545454,328033.9367588933
267,5.1,21.65,50241.0,99.98,99.2,90.0,2.0,2.0,100.0,100.0,38.6,2.458,4.877,8.37,3583.0,5036.0,2.0,0.0,2.0,1.0,3.0,82.0,50.0,2.0,98.0,10.1,3.0,2.0,0.0,50.0,56.0,32.0,18.0,48.6,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,10.3,33.7,99.9,91.4,2.1,3.9,48.0,5.6,0.6,4.0,3.0,66.8,7.6699029126213585,7.281553398058252,32225.728155339802
268,-5.3,34.22,50241.0,99.98,99.8,99.0,2.0,2.0,100.0,100.0,39.2,2.332,4.877,8.37,3578.0,4952.0,4.0,0.0,2.0,1.0,3.0,96.0,49.2,2.0,98.0,10.5,3.0,2.0,0.0,46.0,44.0,32.0,34.0,50.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,10.6,33.7,99.9,73.1,2.0,3.9,49.0,5.6,0.6,-4.0,6.0,66.8,7.0754716981132075,7.452830188679245,37697.735849056604
269,1.3,54.93,50241.0,100.0,99.8,99.0,2.0,2.0,100.0,100.0,42.8,3.586,4.877,8.37,3570.0,4461.0,4.0,1.0,2.0,1.0,3.0,92.0,49.2,2.0,98.2,10.5,3.0,2.0,0.0,46.0,64.0,32.0,28.0,48.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,11.2,33.7,99.9,73.1,2.0,3.9,48.0,5.4,0.5,1.0,4.0,66.8,7.053571428571429,6.964285714285714,41962.321428571435
271,4.2,24.69,85287.0,96.6,86.8,69.0,2.0,2.0,100.0,100.0,54.4,0.68,0.596,0.77,3430.0,5165.0,2.0,3.0,1.0,1.0,1.0,74.0,66.0,2.0,99.8,11.7,3.0,3.0,2.0,36.0,56.0,36.0,32.0,33.3,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,18.1,27.5,100.0,97.0,2.0,3.1,29.0,5.0,0.7,3.0,3.0,74.6,3.922651933701657,3.756906077348066,129828.72928176794
272,0.0,27.85,57896.0,96.6,87.5,72.9,2.0,2.0,100.0,100.0,57.7,0.323,0.682,0.88,3420.0,5128.0,2.0,3.0,1.0,1.0,2.0,94.4,66.0,2.0,99.8,11.8,3.0,3.0,2.0,16.7,48.1,27.8,16.7,32.7,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,18.3,27.5,100.0,97.0,2.0,3.1,31.0,5.1,0.8,0.0,2.0,76.4,3.879781420765027,3.879781420765027,140770.49180327868
273,-2.7,34.78,55068.0,96.6,87.9,75.3,2.0,2.0,100.0,100.0,61.1,0.318,0.682,0.88,3407.0,5168.0,4.0,3.0,1.0,2.0,3.0,92.0,68.5,2.0,99.8,11.8,3.0,1.0,2.0,28.0,44.0,18.0,18.0,32.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,18.6,27.5,100.0,97.0,1.9,2.9,31.0,5.2,0.8,-2.0,-2.0,78.9,3.9247311827956985,4.032258064516129,132413.97849462365
274,4.9,42.86,57645.0,98.0,88.8,75.7,2.0,0.0,100.0,100.0,59.1,0.263,0.682,0.88,3373.0,5059.0,4.0,3.0,1.0,2.0,3.0,80.0,68.5,2.0,99.8,11.8,3.0,1.0,2.0,36.0,44.0,30.0,26.0,34.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,18.8,27.5,100.0,97.0,1.9,2.9,34.0,5.3,0.8,4.0,4.0,81.9,4.308510638297872,4.095744680851063,130393.61702127659
276,18.2,12.86,105688.0,94.4,78.0,21.5,2.0,2.0,78.1,59.71,30.4,4.01,4.378,39.39,6034.0,3126.0,2.0,3.0,2.0,2.0,2.0,80.0,45.0,2.0,78.7,6.4,3.0,0.0,2.0,64.0,76.0,40.0,28.0,69.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,50.2,40.8,63.59,40.6,2.3,5.3,26.0,5.1,0.4,10.0,2.0,16.6,1.095617529880478,0.896414342629482,2643.466135458167
277,35.0,15.99,386743.0,95.3,85.0,25.0,2.0,2.0,89.54,67.59,34.7,4.052,4.087,38.41,5424.0,2108.0,2.0,3.0,2.0,2.0,2.0,94.2,45.0,2.0,78.7,6.5,3.0,0.0,0.0,46.2,51.9,46.2,23.1,56.8,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,51.4,40.8,75.0,29.8,2.3,5.1,28.0,4.3,0.5,21.0,8.0,17.8,1.1673151750972763,0.7587548638132295,5609.007782101167
278,20.3,16.2,386743.0,96.0,86.0,35.0,1.0,2.0,100.0,65.7,35.8,3.104,4.087,38.41,5051.0,2579.0,4.0,3.0,2.0,2.0,1.0,90.0,49.0,2.0,81.5,6.6,3.0,0.0,0.0,62.0,66.0,36.0,22.0,72.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,52.6,40.8,75.0,29.8,2.4,5.1,27.0,4.3,0.5,12.0,1.0,17.8,1.1216730038022813,0.8935361216730038,7062.699619771863
279,31.1,16.21,566406.0,97.0,93.3,57.0,1.0,1.0,100.0,78.6,33.1,2.741,4.087,38.41,5193.0,2724.0,4.0,3.0,2.0,2.0,1.0,88.0,49.0,2.0,81.5,6.6,3.0,2.0,2.0,32.0,44.0,28.0,22.0,66.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,53.8,40.8,75.0,29.8,2.4,5.2,28.0,4.3,0.5,19.0,8.0,22.6,1.1338289962825279,0.7806691449814127,9129.795539033457
281,0.0,15.16,93679.0,100.0,100.0,99.0,2.0,2.0,100.0,100.0,26.6,0.419,0.646,0.34,3357.0,2805.0,2.0,1.0,1.0,2.0,1.0,94.0,63.0,1.0,95.7,7.2,3.0,2.0,2.0,58.0,38.0,28.0,30.0,43.9,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.1,37.5,100.0,70.7,1.9,3.8,41.0,6.3,0.7,0.0,3.0,78.4,21.951219512195124,21.951219512195124,24729.26829268293
282,0.0,18.03,86793.0,100.0,99.8,99.6,2.0,2.0,100.0,100.0,55.5,0.419,0.75,0.35,3370.0,2800.0,2.0,1.0,1.0,2.0,2.0,82.4,63.0,1.0,96.0,7.3,3.0,2.0,2.0,35.3,47.1,49.0,39.2,55.6,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.1,34.4,100.0,84.3,1.8,3.8,39.0,6.2,0.7,0.0,-1.0,98.0,22.926829268292686,22.926829268292686,28711.951219512197
283,1.1,26.21,97071.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,75.6,0.419,0.75,0.35,3378.0,2821.0,4.0,2.0,2.0,2.0,3.0,96.0,69.3,1.0,96.1,7.3,3.0,0.0,2.0,54.0,56.0,40.0,40.0,57.1,2.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,4.2,34.4,100.0,84.3,1.8,3.8,41.0,6.1,0.7,1.0,0.0,99.6,22.619047619047617,22.38095238095238,24719.285714285714
284,2.1,67.07,128945.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,77.5,0.287,0.75,0.35,3428.0,2857.0,4.0,3.0,2.0,2.0,3.0,90.0,69.3,1.0,96.1,7.3,3.0,0.0,2.0,52.0,66.0,36.0,48.0,64.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,4.3,34.4,100.0,100.0,1.7,3.9,40.0,6.0,0.8,2.0,0.0,99.5,22.325581395348838,21.86046511627907,19673.25581395349
288,-5.9,21.6,18116.0,94.0,78.0,43.0,0.0,1.0,98.2,93.2,24.3,2.248,0.641,9.24,3761.0,3997.0,4.0,0.0,1.0,1.0,1.0,98.0,35.1,0.0,84.7,5.2,2.0,1.0,2.0,52.0,38.0,36.0,52.0,40.8,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.2,36.4,97.92,33.3,1.8,2.4,29.0,5.6,0.3,-2.0,3.0,25.5,4.722222222222222,5.0,6302.638888888889
289,18.0,36.1,18116.0,95.0,82.0,43.0,0.0,1.0,98.0,93.1,40.2,2.487,0.641,9.24,3766.0,3969.0,4.0,0.0,1.0,1.0,1.0,90.2,35.1,0.0,84.7,5.2,2.0,1.0,2.0,37.3,27.5,11.8,39.2,58.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,7.3,36.4,97.92,33.3,1.8,2.1,29.0,5.6,0.3,9.0,3.0,25.5,6.8493150684931505,5.616438356164384,10449.315068493152
293,3.7,75.4,134348.0,99.0,99.0,95.0,2.0,0.0,100.0,100.0,54.6,0.595,0.919,1.61,3431.0,3591.0,4.0,3.0,1.0,2.0,2.0,94.0,81.6,2.0,99.9,12.8,3.0,1.0,2.0,28.0,44.0,26.0,24.0,48.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.9,35.6,100.0,100.0,1.7,7.4,58.0,6.4,0.7,3.0,-3.0,83.6,42.631578947368425,41.05263157894737,276839.47368421056
294,1.2,101.32,134348.0,99.0,99.0,95.0,2.0,0.0,100.0,100.0,65.7,0.482,0.919,1.61,3427.0,3577.0,4.0,3.0,2.0,2.0,2.0,86.0,81.6,2.0,99.9,12.8,3.0,1.0,2.0,56.0,48.0,28.0,14.0,54.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,1.9,35.6,100.0,100.0,1.7,7.5,56.0,6.5,0.8,1.0,0.0,86.1,42.631578947368425,42.10526315789474,267838.94736842107
298,1.1,7.92,24384.0,99.5,98.4,98.2,2.0,0.0,100.0,100.0,44.6,3.291,0.002,2.56,5014.0,5474.0,4.0,1.0,2.0,2.0,3.0,96.0,59.4,1.0,95.1,8.7,1.0,2.0,1.0,46.0,42.0,30.0,28.0,30.6,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.9,31.8,100.0,88.5,2.9,4.6,28.0,5.4,0.6,1.0,2.0,78.2,13.18840579710145,13.043478260869565,164078.115942029
299,1.1,13.32,24384.0,99.61,99.61,99.0,1.0,0.0,100.0,100.0,52.2,0.996,0.002,2.56,5039.0,5468.0,4.0,1.0,1.0,1.0,2.0,78.0,59.4,1.0,95.1,8.7,1.0,2.0,1.0,48.0,46.0,20.0,28.0,30.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.8,31.8,100.0,95.1,2.8,4.4,28.0,5.4,0.5,1.0,4.0,78.2,12.794117647058824,12.647058823529411,61764.705882352944
301,29.4,11.85,3315.0,76.0,63.0,4.4,0.0,0.0,16.4,3.17,0.0,113.942,46.452,190.48,4347.0,6568.0,2.0,1.0,1.0,2.0,1.0,74.0,18.0,1.0,47.6,4.5,0.0,1.0,0.0,50.0,40.0,54.0,42.0,58.7,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,4.7,35.3,24.2,0.0,2.0,5.3,37.0,5.0,0.2,5.0,2.0,7.3,3.6170212765957444,2.553191489361702,1702.127659574468
302,44.8,14.29,2983.0,76.0,63.0,29.86,0.0,0.0,16.4,3.17,0.0,18.158,9.677,600.0,4969.0,6086.0,2.0,1.0,1.0,2.0,1.0,86.3,18.0,1.0,48.3,4.7,0.0,2.0,0.0,49.0,60.8,47.1,27.5,70.8,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,4.8,35.3,25.92,5.0,1.9,5.2,31.0,5.0,0.3,13.0,13.0,8.0,6.041666666666667,3.3333333333333335,1875.0
303,27.6,20.88,2983.0,76.0,63.0,29.86,0.0,1.0,16.7,5.0,0.0,17.25,9.677,600.0,5538.0,5849.0,3.0,0.0,1.0,2.0,1.0,98.0,16.7,1.0,48.3,4.7,1.0,2.0,0.0,54.0,52.0,42.0,30.0,58.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,4.9,35.3,25.92,5.0,1.9,5.4,32.0,5.0,0.3,8.0,7.0,8.0,5.918367346938775,4.285714285714286,1836.7346938775509
